Sr No.,State,Sightseeing Place,Hotel Name,Budget,Check-in Date,Check-out Date,Ratings
278,Bihar,Mahabodhi Temple,Heritage Hotel BIH,5550,2026-02-28,2026-03-05,3.9
279,Bihar,Mahabodhi Temple,Luxury Stay BIH,7336,2025-11-30,2025-12-01,4.4
280,Bihar,Mahabodhi Temple,Luxury Stay BIH,9275,2025-11-03,2025-11-05,4.2
281,Bihar,Nalanda University,Grand Palace BIH,4728,2025-06-08,2025-06-13,3.6
282,Bihar,Nalanda University,Luxury Stay BIH,7529,2025-11-01,2025-11-05,3.4
283,Bihar,Nalanda University,Royal Inn BIH,2857,2026-03-19,2026-03-24,3.9
284,Bihar,Nalanda University,Grand Palace BIH,1757,2025-12-20,2025-12-21,3.7
285,Bihar,Nalanda University,Royal Inn BIH,2603,2026-01-27,2026-02-02,3.9
286,Bihar,Nalanda University,Heritage Hotel BIH,8900,2025-10-06,2025-10-12,3.6
287,Bihar,Nalanda University,Elite Residency BIH,5175,2025-05-12,2025-05-16,3.2
288,Bihar,Nalanda University,Royal Inn BIH,5627,2025-04-10,2025-04-16,3.8
289,Bihar,Nalanda University,Grand Palace BIH,1642,2025-11-19,2025-11-25,4.9
290,Bihar,Nalanda University,Luxury Stay BIH,6659,2026-02-10,2026-02-13,4.4
291,Bihar,Nalanda University,Luxury Stay BIH,9342,2025-06-28,2025-06-30,3.2
292,Bihar,Nalanda University,Heritage Hotel BIH,3655,2025-12-21,2025-12-26,3.3
293,Bihar,Nalanda University,Grand Palace BIH,9940,2025-04-11,2025-04-18,4.3
294,Bihar,Nalanda University,Luxury Stay BIH,5329,2025-11-24,2025-11-30,3.6
295,Bihar,Nalanda University,Heritage Hotel BIH,9330,2026-02-10,2026-02-17,3.6
296,Bihar,Nalanda University,Royal Inn BIH,5741,2025-10-17,2025-10-20,3.1
297,Bihar,Nalanda University,Royal Inn BIH,4657,2025-11-23,2025-11-24,4.7
298,Bihar,Nalanda University,Heritage Hotel BIH,4946,2025-11-18,2025-11-20,4.5
299,Bihar,Nalanda University,Luxury Stay BIH,5310,2025-05-04,2025-05-05,3.8
300,Bihar,Nalanda University,Elite Residency BIH,4256,2025-09-25,2025-10-02,3.9
301,Bihar,Nalanda University,Royal Inn BIH,2156,2026-03-26,2026-04-02,4.8
302,Bihar,Nalanda University,Royal Inn BIH,4110,2025-11-17,2025-11-19,3.4
303,Bihar,Nalanda University,Royal Inn BIH,3017,2026-01-27,2026-01-31,3.4
304,Bihar,Nalanda University,Grand Palace BIH,4532,2026-01-02,2026-01-09,3.5
305,Bihar,Nalanda University,Heritage Hotel BIH,9858,2026-02-02,2026-02-04,4.1
306,Bihar,Nalanda University,Grand Palace BIH,8476,2025-05-08,2025-05-12,4.2
307,Bihar,Nalanda University,Luxury Stay BIH,4333,2026-03-10,2026-03-11,4.3
308,Bihar,Nalanda University,Luxury Stay BIH,6632,2026-01-15,2026-01-18,4.8
309,Bihar,Nalanda University,Elite Residency BIH,4294,2025-09-28,2025-10-01,4.6
310,Bihar,Nalanda University,Elite Residency BIH,7431,2025-04-04,2025-04-11,4.9
311,Bihar,Nalanda University,Royal Inn BIH,1106,2025-09-24,2025-09-29,3.8
312,Bihar,Nalanda University,Luxury Stay BIH,5223,2025-04-17,2025-04-22,3.4
313,Bihar,Nalanda University,Luxury Stay BIH,7889,2026-02-19,2026-02-21,4.4
314,Bihar,Nalanda University,Heritage Hotel BIH,2099,2025-04-05,2025-04-07,4.2
315,Bihar,Nalanda University,Grand Palace BIH,4883,2025-10-09,2025-10-12,3.0
316,Bihar,Nalanda University,Elite Residency BIH,1596,2025-10-29,2025-11-02,3.5
317,Bihar,Nalanda University,Luxury Stay BIH,9689,2025-06-03,2025-06-04,3.1
318,Bihar,Nalanda University,Royal Inn BIH,3787,2025-06-14,2025-06-17,4.7
319,Bihar,Nalanda University,Royal Inn BIH,9770,2026-03-13,2026-03-18,3.8
320,Bihar,Nalanda University,Grand Palace BIH,8223,2025-05-07,2025-05-13,3.5
321,Chhattisgarh,Chitrakote Waterfalls,Luxury Stay CHH,4754,2025-11-21,2025-11-27,3.1
322,Chhattisgarh,Chitrakote Waterfalls,Royal Inn CHH,4725,2025-09-30,2025-10-05,4.4
323,Chhattisgarh,Chitrakote Waterfalls,Grand Palace CHH,4403,2025-08-23,2025-08-30,3.3
324,Chhattisgarh,Chitrakote Waterfalls,Elite Residency CHH,4486,2025-07-27,2025-07-30,3.9
325,Chhattisgarh,Chitrakote Waterfalls,Elite Residency CHH,9572,2025-04-10,2025-04-14,4.5
326,Chhattisgarh,Chitrakote Waterfalls,Elite Residency CHH,5716,2025-11-14,2025-11-20,3.7
327,Chhattisgarh,Chitrakote Waterfalls,Royal Inn CHH,2618,2025-11-05,2025-11-12,3.9
328,Chhattisgarh,Chitrakote Waterfalls,Luxury Stay CHH,8748,2025-10-25,2025-10-26,4.5
329,Chhattisgarh,Chitrakote Waterfalls,Elite Residency CHH,6432,2025-09-05,2025-09-07,4.3
330,Chhattisgarh,Chitrakote Waterfalls,Heritage Hotel CHH,8243,2025-08-20,2025-08-24,4.1
331,Chhattisgarh,Chitrakote Waterfalls,Elite Residency CHH,7167,2026-01-30,2026-02-06,3.1
332,Chhattisgarh,Chitrakote Waterfalls,Grand Palace CHH,8785,2025-10-20,2025-10-27,4.8
333,Chhattisgarh,Chitrakote Waterfalls,Luxury Stay CHH,2859,2025-09-19,2025-09-25,4.5
334,Chhattisgarh,Chitrakote Waterfalls,Grand Palace CHH,1115,2025-09-15,2025-09-21,3.9
335,Chhattisgarh,Chitrakote Waterfalls,Royal Inn CHH,7210,2025-07-06,2025-07-09,4.1
336,Chhattisgarh,Chitrakote Waterfalls,Luxury Stay CHH,7726,2025-12-16,2025-12-19,3.9
337,Chhattisgarh,Chitrakote Waterfalls,Royal Inn CHH,2104,2026-03-08,2026-03-12,3.5
338,Chhattisgarh,Chitrakote Waterfalls,Grand Palace CHH,5911,2025-05-04,2025-05-11,3.4
339,Chhattisgarh,Chitrakote Waterfalls,Heritage Hotel CHH,7498,2025-06-10,2025-06-12,3.5
340,Chhattisgarh,Chitrakote Waterfalls,Elite Residency CHH,4921,2026-03-14,2026-03-15,3.4
341,Chhattisgarh,Chitrakote Waterfalls,Luxury Stay CHH,5870,2026-03-14,2026-03-20,3.9
342,Chhattisgarh,Chitrakote Waterfalls,Luxury Stay CHH,2636,2025-07-25,2025-08-01,3.8
343,Chhattisgarh,Chitrakote Waterfalls,Royal Inn CHH,5916,2025-10-27,2025-11-03,3.2
344,Chhattisgarh,Chitrakote Waterfalls,Grand Palace CHH,5235,2025-03-31,2025-04-06,4.0
345,Chhattisgarh,Chitrakote Waterfalls,Grand Palace CHH,3520,2025-07-19,2025-07-24,3.4
346,Chhattisgarh,Chitrakote Waterfalls,Luxury Stay CHH,3686,2025-05-08,2025-05-12,3.3
347,Chhattisgarh,Chitrakote Waterfalls,Heritage Hotel CHH,3698,2026-01-27,2026-01-28,3.8
348,Chhattisgarh,Chitrakote Waterfalls,Elite Residency CHH,4643,2025-06-17,2025-06-23,3.2
349,Chhattisgarh,Chitrakote Waterfalls,Luxury Stay CHH,7268,2025-12-12,2025-12-19,3.6
350,Chhattisgarh,Chitrakote Waterfalls,Grand Palace CHH,4776,2025-05-04,2025-05-06,3.3
351,Chhattisgarh,Chitrakote Waterfalls,Grand Palace CHH,8439,2025-09-29,2025-10-06,4.8
352,Chhattisgarh,Chitrakote Waterfalls,Royal Inn CHH,9822,2026-01-03,2026-01-08,3.8
353,Chhattisgarh,Chitrakote Waterfalls,Royal Inn CHH,3944,2026-01-11,2026-01-17,3.3
354,Chhattisgarh,Chitrakote Waterfalls,Elite Residency CHH,8831,2025-11-14,2025-11-19,3.0
355,Chhattisgarh,Chitrakote Waterfalls,Elite Residency CHH,7895,2026-03-27,2026-04-03,4.4
356,Chhattisgarh,Chitrakote Waterfalls,Grand Palace CHH,7167,2026-03-10,2026-03-12,3.5
357,Chhattisgarh,Chitrakote Waterfalls,Elite Residency CHH,6820,2025-04-24,2025-05-01,4.0
358,Chhattisgarh,Chitrakote Waterfalls,Heritage Hotel CHH,1731,2025-09-14,2025-09-17,3.0
359,Chhattisgarh,Chitrakote Waterfalls,Royal Inn CHH,4821,2026-03-16,2026-03-19,4.4
360,Chhattisgarh,Chitrakote Waterfalls,Grand Palace CHH,1721,2025-09-13,2025-09-15,3.3
361,Chhattisgarh,Barnawapara Wildlife Sanctuary,Luxury Stay CHH,7359,2025-04-05,2025-04-10,4.6
362,Chhattisgarh,Barnawapara Wildlife Sanctuary,Heritage Hotel CHH,1245,2026-01-31,2026-02-02,3.9
363,Chhattisgarh,Barnawapara Wildlife Sanctuary,Heritage Hotel CHH,7431,2026-02-05,2026-02-09,4.0
364,Chhattisgarh,Barnawapara Wildlife Sanctuary,Grand Palace CHH,6578,2025-05-04,2025-05-09,3.6
365,Chhattisgarh,Barnawapara Wildlife Sanctuary,Grand Palace CHH,2130,2025-12-20,2025-12-23,4.8
366,Chhattisgarh,Barnawapara Wildlife Sanctuary,Grand Palace CHH,2788,2025-05-17,2025-05-24,3.7
367,Chhattisgarh,Barnawapara Wildlife Sanctuary,Royal Inn CHH,1761,2025-12-14,2025-12-17,3.4
368,Chhattisgarh,Barnawapara Wildlife Sanctuary,Elite Residency CHH,1902,2025-09-06,2025-09-09,3.6
369,Chhattisgarh,Barnawapara Wildlife Sanctuary,Royal Inn CHH,6076,2025-09-10,2025-09-16,3.8
370,Chhattisgarh,Barnawapara Wildlife Sanctuary,Grand Palace CHH,6747,2025-04-15,2025-04-21,3.1
371,Chhattisgarh,Barnawapara Wildlife Sanctuary,Luxury Stay CHH,1224,2025-09-29,2025-10-03,4.2
372,Chhattisgarh,Barnawapara Wildlife Sanctuary,Grand Palace CHH,4672,2025-04-09,2025-04-16,4.3
373,Chhattisgarh,Barnawapara Wildlife Sanctuary,Grand Palace CHH,9813,2025-09-05,2025-09-07,3.9
374,Chhattisgarh,Barnawapara Wildlife Sanctuary,Heritage Hotel CHH,3977,2026-02-17,2026-02-21,3.6
375,Chhattisgarh,Barnawapara Wildlife Sanctuary,Luxury Stay CHH,5887,2026-03-24,2026-03-27,3.3
376,Chhattisgarh,Barnawapara Wildlife Sanctuary,Luxury Stay CHH,4663,2025-08-06,2025-08-08,4.9
377,Chhattisgarh,Barnawapara Wildlife Sanctuary,Luxury Stay CHH,9908,2026-03-22,2026-03-27,3.8
378,Chhattisgarh,Barnawapara Wildlife Sanctuary,Elite Residency CHH,9820,2026-01-17,2026-01-21,4.9
379,Chhattisgarh,Barnawapara Wildlife Sanctuary,Grand Palace CHH,5145,2026-03-05,2026-03-12,3.2
380,Chhattisgarh,Barnawapara Wildlife Sanctuary,Heritage Hotel CHH,9605,2025-04-07,2025-04-14,3.6
381,Chhattisgarh,Barnawapara Wildlife Sanctuary,Luxury Stay CHH,4387,2025-04-04,2025-04-05,3.4
382,Chhattisgarh,Barnawapara Wildlife Sanctuary,Elite Residency CHH,4728,2025-10-17,2025-10-23,4.3
383,Chhattisgarh,Barnawapara Wildlife Sanctuary,Luxury Stay CHH,5558,2025-08-29,2025-08-30,4.8
384,Chhattisgarh,Barnawapara Wildlife Sanctuary,Heritage Hotel CHH,8668,2025-07-05,2025-07-06,3.7
385,Chhattisgarh,Barnawapara Wildlife Sanctuary,Royal Inn CHH,9147,2025-07-02,2025-07-07,3.1
386,Chhattisgarh,Barnawapara Wildlife Sanctuary,Luxury Stay CHH,1734,2025-06-20,2025-06-23,3.7
387,Chhattisgarh,Barnawapara Wildlife Sanctuary,Royal Inn CHH,8563,2026-01-01,2026-01-03,3.1
388,Chhattisgarh,Barnawapara Wildlife Sanctuary,Luxury Stay CHH,5962,2025-04-29,2025-05-01,3.7
389,Chhattisgarh,Barnawapara Wildlife Sanctuary,Elite Residency CHH,9085,2025-08-19,2025-08-23,4.0
390,Chhattisgarh,Barnawapara Wildlife Sanctuary,Elite Residency CHH,2218,2026-03-29,2026-04-02,3.6
391,Chhattisgarh,Barnawapara Wildlife Sanctuary,Grand Palace CHH,1720,2025-05-04,2025-05-09,4.6
392,Chhattisgarh,Barnawapara Wildlife Sanctuary,Grand Palace CHH,7585,2025-04-24,2025-04-26,3.5
393,Chhattisgarh,Barnawapara Wildlife Sanctuary,Grand Palace CHH,5953,2025-06-22,2025-06-26,4.1
394,Chhattisgarh,Barnawapara Wildlife Sanctuary,Luxury Stay CHH,7683,2025-05-25,2025-05-26,3.7
395,Chhattisgarh,Barnawapara Wildlife Sanctuary,Luxury Stay CHH,4374,2025-04-30,2025-05-07,4.7
396,Chhattisgarh,Barnawapara Wildlife Sanctuary,Elite Residency CHH,7133,2026-02-27,2026-03-02,5.0
397,Chhattisgarh,Barnawapara Wildlife Sanctuary,Grand Palace CHH,1428,2025-09-24,2025-09-26,4.5
398,Chhattisgarh,Barnawapara Wildlife Sanctuary,Luxury Stay CHH,3414,2025-10-26,2025-10-28,4.0
399,Chhattisgarh,Barnawapara Wildlife Sanctuary,Heritage Hotel CHH,3163,2025-05-24,2025-05-31,3.2
400,Chhattisgarh,Barnawapara Wildlife Sanctuary,Royal Inn CHH,9438,2025-05-17,2025-05-21,3.2
401,Goa,Baga Beach,Luxury Stay GOA,5748,2025-04-23,2025-04-27,4.5
402,Goa,Baga Beach,Elite Residency GOA,3342,2026-02-20,2026-02-21,3.1
403,Goa,Baga Beach,Luxury Stay GOA,8179,2025-05-16,2025-05-21,4.7
404,Goa,Baga Beach,Royal Inn GOA,8240,2025-09-04,2025-09-10,4.2
405,Goa,Baga Beach,Elite Residency GOA,1056,2025-05-12,2025-05-14,4.9
406,Goa,Baga Beach,Royal Inn GOA,3670,2026-01-08,2026-01-10,3.5
407,Goa,Baga Beach,Elite Residency GOA,8289,2025-07-30,2025-07-31,4.5
408,Goa,Baga Beach,Elite Residency GOA,2259,2025-04-23,2025-04-24,3.9
409,Goa,Baga Beach,Heritage Hotel GOA,5752,2026-03-14,2026-03-17,4.2
410,Goa,Baga Beach,Elite Residency GOA,8988,2025-09-03,2025-09-06,4.0
411,Goa,Baga Beach,Luxury Stay GOA,7844,2025-06-24,2025-06-26,4.2
412,Goa,Baga Beach,Heritage Hotel GOA,4465,2025-07-01,2025-07-06,5.0
413,Goa,Baga Beach,Heritage Hotel GOA,2679,2025-05-14,2025-05-17,3.3
414,Goa,Baga Beach,Grand Palace GOA,7250,2025-05-05,2025-05-06,4.8
415,Goa,Baga Beach,Heritage Hotel GOA,7693,2026-02-20,2026-02-22,4.6
416,Goa,Baga Beach,Luxury Stay GOA,9497,2025-08-05,2025-08-12,4.0
417,Goa,Baga Beach,Royal Inn GOA,4007,2026-01-06,2026-01-10,3.4
418,Goa,Baga Beach,Elite Residency GOA,9130,2025-05-10,2025-05-17,4.2
419,Goa,Baga Beach,Elite Residency GOA,1557,2025-07-06,2025-07-08,4.7
420,Goa,Baga Beach,Luxury Stay GOA,7443,2025-12-11,2025-12-14,3.3
421,Goa,Baga Beach,Royal Inn GOA,7547,2025-05-27,2025-05-30,4.2
422,Goa,Baga Beach,Royal Inn GOA,7323,2025-09-12,2025-09-16,5.0
423,Goa,Baga Beach,Heritage Hotel GOA,3085,2025-08-14,2025-08-18,4.4
424,Goa,Baga Beach,Elite Residency GOA,6373,2025-04-18,2025-04-24,3.6
425,Goa,Baga Beach,Luxury Stay GOA,9733,2025-11-05,2025-11-08,3.9
426,Goa,Baga Beach,Elite Residency GOA,2053,2025-07-27,2025-07-28,4.3
427,Goa,Baga Beach,Luxury Stay GOA,6001,2025-06-19,2025-06-26,4.5
428,Goa,Baga Beach,Grand Palace GOA,6506,2026-02-04,2026-02-05,4.0
429,Goa,Baga Beach,Grand Palace GOA,8700,2026-01-06,2026-01-10,3.9
430,Goa,Baga Beach,Royal Inn GOA,7255,2025-12-13,2025-12-20,3.7
431,Goa,Baga Beach,Royal Inn GOA,2141,2025-09-21,2025-09-22,4.5
432,Goa,Baga Beach,Grand Palace GOA,8375,2025-04-01,2025-04-08,5.0
433,Goa,Baga Beach,Royal Inn GOA,5410,2025-09-12,2025-09-18,3.4
434,Goa,Baga Beach,Luxury Stay GOA,7481,2025-12-03,2025-12-10,3.0
435,Goa,Baga Beach,Elite Residency GOA,6453,2025-06-02,2025-06-03,3.6
436,Goa,Baga Beach,Heritage Hotel GOA,2020,2025-07-18,2025-07-20,4.4
437,Goa,Baga Beach,Luxury Stay GOA,1670,2025-09-18,2025-09-22,3.4
438,Goa,Baga Beach,Royal Inn GOA,4206,2026-02-02,2026-02-04,4.2
439,Goa,Baga Beach,Royal Inn GOA,8629,2025-11-07,2025-11-13,4.0
440,Goa,Baga Beach,Grand Palace GOA,7166,2025-04-05,2025-04-07,4.5
441,Goa,Dudhsagar Waterfalls,Royal Inn GOA,2249,2025-06-07,2025-06-08,3.0
442,Goa,Dudhsagar Waterfalls,Grand Palace GOA,5028,2025-09-05,2025-09-06,3.4
443,Goa,Dudhsagar Waterfalls,Luxury Stay GOA,9758,2025-07-21,2025-07-23,3.8
444,Goa,Dudhsagar Waterfalls,Elite Residency GOA,5279,2025-06-28,2025-07-04,4.3
445,Goa,Dudhsagar Waterfalls,Elite Residency GOA,1507,2025-09-06,2025-09-09,3.8
446,Goa,Dudhsagar Waterfalls,Heritage Hotel GOA,5214,2025-06-19,2025-06-23,3.0
447,Goa,Dudhsagar Waterfalls,Grand Palace GOA,7397,2025-06-11,2025-06-14,3.7
448,Goa,Dudhsagar Waterfalls,Royal Inn GOA,8108,2025-05-03,2025-05-10,3.9
449,Goa,Dudhsagar Waterfalls,Elite Residency GOA,1989,2025-08-27,2025-08-29,4.9
450,Goa,Dudhsagar Waterfalls,Luxury Stay GOA,2130,2025-10-14,2025-10-19,3.4
451,Goa,Dudhsagar Waterfalls,Elite Residency GOA,9276,2025-09-01,2025-09-02,4.7
452,Goa,Dudhsagar Waterfalls,Heritage Hotel GOA,6617,2025-11-09,2025-11-13,3.8
453,Goa,Dudhsagar Waterfalls,Grand Palace GOA,7213,2025-08-10,2025-08-14,3.7
454,Goa,Dudhsagar Waterfalls,Luxury Stay GOA,6402,2025-10-27,2025-11-01,3.6
455,Goa,Dudhsagar Waterfalls,Grand Palace GOA,1386,2025-09-19,2025-09-21,3.7
456,Goa,Dudhsagar Waterfalls,Luxury Stay GOA,9158,2025-12-05,2025-12-06,3.3
457,Goa,Dudhsagar Waterfalls,Heritage Hotel GOA,8031,2025-09-26,2025-09-28,4.8
458,Goa,Dudhsagar Waterfalls,Heritage Hotel GOA,3872,2025-05-29,2025-06-03,3.1
459,Goa,Dudhsagar Waterfalls,Royal Inn GOA,9616,2025-06-19,2025-06-24,5.0
460,Goa,Dudhsagar Waterfalls,Heritage Hotel GOA,7489,2025-11-10,2025-11-13,4.6
461,Goa,Dudhsagar Waterfalls,Elite Residency GOA,2389,2025-06-18,2025-06-23,3.8
462,Goa,Dudhsagar Waterfalls,Elite Residency GOA,3123,2026-01-28,2026-02-01,3.4
463,Goa,Dudhsagar Waterfalls,Heritage Hotel GOA,8330,2026-03-28,2026-03-30,4.0
464,Goa,Dudhsagar Waterfalls,Grand Palace GOA,9406,2025-12-24,2025-12-27,3.7
465,Goa,Dudhsagar Waterfalls,Elite Residency GOA,6073,2026-02-06,2026-02-07,4.9
466,Goa,Dudhsagar Waterfalls,Luxury Stay GOA,4891,2025-05-13,2025-05-18,3.3
467,Goa,Dudhsagar Waterfalls,Elite Residency GOA,9400,2025-04-17,2025-04-18,4.5
468,Goa,Dudhsagar Waterfalls,Luxury Stay GOA,3760,2026-01-10,2026-01-11,4.0
469,Goa,Dudhsagar Waterfalls,Grand Palace GOA,6152,2026-02-28,2026-03-05,4.0
470,Goa,Dudhsagar Waterfalls,Royal Inn GOA,9396,2025-10-09,2025-10-11,5.0
471,Goa,Dudhsagar Waterfalls,Heritage Hotel GOA,9088,2025-10-11,2025-10-15,4.8
472,Goa,Dudhsagar Waterfalls,Grand Palace GOA,2132,2025-05-02,2025-05-06,4.7
473,Goa,Dudhsagar Waterfalls,Elite Residency GOA,8914,2025-05-15,2025-05-17,4.5
474,Goa,Dudhsagar Waterfalls,Luxury Stay GOA,3738,2025-09-12,2025-09-13,3.5
475,Goa,Dudhsagar Waterfalls,Elite Residency GOA,6519,2025-08-13,2025-08-16,4.6
476,Goa,Dudhsagar Waterfalls,Heritage Hotel GOA,2481,2025-06-11,2025-06-13,3.0
477,Goa,Dudhsagar Waterfalls,Grand Palace GOA,8991,2025-05-01,2025-05-07,3.4
478,Goa,Dudhsagar Waterfalls,Royal Inn GOA,9680,2025-05-16,2025-05-20,3.6
479,Goa,Dudhsagar Waterfalls,Grand Palace GOA,1952,2025-07-25,2025-07-30,4.5
480,Goa,Dudhsagar Waterfalls,Royal Inn GOA,6046,2026-03-20,2026-03-25,3.0
481,Gujarat,Statue of Unity,Elite Residency GUJ,9924,2025-07-01,2025-07-07,4.3
482,Gujarat,Statue of Unity,Elite Residency GUJ,8606,2026-02-16,2026-02-23,4.9
483,Gujarat,Statue of Unity,Luxury Stay GUJ,4197,2025-06-12,2025-06-17,3.6
484,Gujarat,Statue of Unity,Grand Palace GUJ,7413,2026-02-12,2026-02-17,3.5
485,Gujarat,Statue of Unity,Heritage Hotel GUJ,9558,2025-12-09,2025-12-10,3.1
486,Gujarat,Statue of Unity,Royal Inn GUJ,3535,2025-08-16,2025-08-21,4.9
487,Gujarat,Statue of Unity,Grand Palace GUJ,2573,2026-01-19,2026-01-24,3.1
488,Gujarat,Statue of Unity,Luxury Stay GUJ,3596,2026-02-19,2026-02-25,3.4
489,Gujarat,Statue of Unity,Heritage Hotel GUJ,1930,2025-11-28,2025-12-03,3.1
490,Gujarat,Statue of Unity,Elite Residency GUJ,4570,2026-02-21,2026-02-24,4.0
491,Gujarat,Statue of Unity,Grand Palace GUJ,3769,2025-09-27,2025-09-28,3.4
492,Gujarat,Statue of Unity,Royal Inn GUJ,4366,2026-03-19,2026-03-26,3.3
493,Gujarat,Statue of Unity,Elite Residency GUJ,3841,2025-08-25,2025-08-28,3.1
494,Gujarat,Statue of Unity,Heritage Hotel GUJ,5167,2026-01-12,2026-01-17,5.0
495,Gujarat,Statue of Unity,Heritage Hotel GUJ,9138,2025-08-05,2025-08-09,3.3
496,Gujarat,Statue of Unity,Royal Inn GUJ,7571,2026-03-11,2026-03-17,4.9
497,Gujarat,Statue of Unity,Luxury Stay GUJ,1539,2026-02-20,2026-02-23,5.0
498,Gujarat,Statue of Unity,Royal Inn GUJ,4172,2025-11-10,2025-11-13,3.4
499,Gujarat,Statue of Unity,Elite Residency GUJ,1401,2025-11-23,2025-11-30,3.8
500,Gujarat,Statue of Unity,Royal Inn GUJ,8631,2025-08-12,2025-08-14,4.4
501,Gujarat,Statue of Unity,Grand Palace GUJ,8047,2026-03-25,2026-03-29,4.2
502,Gujarat,Statue of Unity,Elite Residency GUJ,8790,2025-08-22,2025-08-24,3.5
503,Gujarat,Statue of Unity,Luxury Stay GUJ,7292,2025-12-22,2025-12-29,4.4
504,Gujarat,Statue of Unity,Elite Residency GUJ,5214,2025-07-02,2025-07-08,4.9
505,Gujarat,Statue of Unity,Royal Inn GUJ,5271,2025-12-28,2025-12-29,3.8
506,Gujarat,Statue of Unity,Luxury Stay GUJ,3377,2025-11-07,2025-11-13,4.0
507,Gujarat,Statue of Unity,Royal Inn GUJ,1464,2026-01-08,2026-01-15,4.8
508,Gujarat,Statue of Unity,Elite Residency GUJ,5897,2025-08-10,2025-08-15,4.5
509,Gujarat,Statue of Unity,Heritage Hotel GUJ,8574,2025-11-22,2025-11-28,4.6
510,Gujarat,Statue of Unity,Royal Inn GUJ,8542,2025-06-21,2025-06-24,3.4
511,Gujarat,Statue of Unity,Elite Residency GUJ,3410,2025-11-02,2025-11-03,4.3
512,Gujarat,Statue of Unity,Elite Residency GUJ,2667,2025-05-26,2025-05-29,4.9
513,Gujarat,Statue of Unity,Royal Inn GUJ,9258,2025-09-05,2025-09-12,5.0
514,Gujarat,Statue of Unity,Luxury Stay GUJ,2191,2025-12-12,2025-12-16,3.0
515,Gujarat,Statue of Unity,Royal Inn GUJ,9343,2026-03-13,2026-03-14,3.9
516,Gujarat,Statue of Unity,Royal Inn GUJ,8580,2025-05-11,2025-05-17,4.5
517,Gujarat,Statue of Unity,Grand Palace GUJ,8730,2026-01-23,2026-01-27,4.2
518,Gujarat,Statue of Unity,Grand Palace GUJ,8451,2025-06-29,2025-06-30,3.8
519,Gujarat,Statue of Unity,Luxury Stay GUJ,2229,2025-06-20,2025-06-23,3.1
520,Gujarat,Statue of Unity,Luxury Stay GUJ,6638,2025-05-14,2025-05-21,4.3
521,Gujarat,Gir National Park,Grand Palace GUJ,6559,2025-11-06,2025-11-11,4.1
522,Gujarat,Gir National Park,Heritage Hotel GUJ,5114,2025-10-06,2025-10-10,3.5
523,Gujarat,Gir National Park,Royal Inn GUJ,5513,2025-07-05,2025-07-08,4.1
524,Gujarat,Gir National Park,Heritage Hotel GUJ,3666,2025-10-14,2025-10-19,3.1
525,Gujarat,Gir National Park,Grand Palace GUJ,5809,2025-09-29,2025-10-03,3.6
526,Gujarat,Gir National Park,Elite Residency GUJ,4489,2025-12-31,2026-01-05,4.6
527,Gujarat,Gir National Park,Heritage Hotel GUJ,3780,2025-11-16,2025-11-19,3.3
528,Gujarat,Gir National Park,Elite Residency GUJ,4019,2025-07-06,2025-07-09,3.4
529,Gujarat,Gir National Park,Elite Residency GUJ,5674,2025-12-24,2025-12-31,4.3
530,Gujarat,Gir National Park,Royal Inn GUJ,6270,2025-12-17,2025-12-21,3.7
531,Gujarat,Gir National Park,Royal Inn GUJ,3524,2026-01-16,2026-01-21,3.2
532,Gujarat,Gir National Park,Heritage Hotel GUJ,7685,2025-11-28,2025-12-04,3.1
533,Gujarat,Gir National Park,Heritage Hotel GUJ,7202,2025-08-18,2025-08-24,3.6
534,Gujarat,Gir National Park,Elite Residency GUJ,3343,2025-09-16,2025-09-21,4.4
535,Gujarat,Gir National Park,Heritage Hotel GUJ,3829,2025-12-21,2025-12-24,4.4
536,Gujarat,Gir National Park,Luxury Stay GUJ,6948,2025-08-28,2025-08-29,4.5
537,Gujarat,Gir National Park,Grand Palace GUJ,1620,2025-08-30,2025-09-02,4.7
538,Gujarat,Gir National Park,Heritage Hotel GUJ,1338,2025-11-28,2025-11-30,3.6
539,Gujarat,Gir National Park,Grand Palace GUJ,1400,2026-02-16,2026-02-20,4.3
540,Gujarat,Gir National Park,Grand Palace GUJ,1012,2025-09-07,2025-09-09,3.2
541,Gujarat,Gir National Park,Royal Inn GUJ,4549,2025-08-14,2025-08-17,4.2
542,Gujarat,Gir National Park,Luxury Stay GUJ,6328,2025-06-04,2025-06-11,4.2
543,Gujarat,Gir National Park,Heritage Hotel GUJ,3275,2025-04-13,2025-04-14,4.5
544,Gujarat,Gir National Park,Grand Palace GUJ,4601,2025-07-22,2025-07-25,3.9
545,Gujarat,Gir National Park,Royal Inn GUJ,9745,2025-06-12,2025-06-14,4.0
546,Gujarat,Gir National Park,Luxury Stay GUJ,9713,2025-11-22,2025-11-27,4.7
547,Gujarat,Gir National Park,Elite Residency GUJ,5521,2026-02-14,2026-02-17,3.6
548,Gujarat,Gir National Park,Grand Palace GUJ,2740,2025-07-31,2025-08-05,3.4
549,Gujarat,Gir National Park,Luxury Stay GUJ,5890,2025-12-18,2025-12-20,3.4
550,Gujarat,Gir National Park,Elite Residency GUJ,7530,2025-11-02,2025-11-07,4.9
551,Gujarat,Gir National Park,Grand Palace GUJ,3287,2026-01-13,2026-01-15,3.1
552,Gujarat,Gir National Park,Luxury Stay GUJ,5211,2026-02-12,2026-02-18,4.2
